yyyy,mm,day,HH_UTC,MM,zm,d,z0,u_mean,L,sigma_v,u_star,wind_dir,date
2015,7,13,14,45,70,13.4,-999,1.07833,-37.0118,0.370961,0.304123,39.1919,2015-07-13
2015,7,13,15,15,70,13.4,-999,0.854781,-108.471,0.388593,0.530094,341.796,2015-07-13
2015,7,13,15,45,70,13.4,-999,1.05404,59.95,0.284529,0.171508,301.545,2015-07-13
2015,7,13,16,15,70,13.4,-999,1.14251,58.2022,0.0627218,0.0817719,320.395,2015-07-13
2015,7,13,16,45,70,13.4,-999,0.725572,-2048.0,0.0477147,0.151763,317.499,2015-07-13
2015,7,13,17,15,70,13.4,-999,1.88758,8.20059,0.0625123,0.0873461,341.497,2015-07-13
2015,7,13,17,45,70,13.4,-999,3.01255,388.065,0.295162,0.216407,329.859,2015-07-13
2015,7,13,18,15,70,13.4,-999,2.1247,11.4431,0.0774204,0.0445197,298.357,2015-07-13
2015,7,13,18,45,70,13.4,-999,2.31193,14.2012,0.0204177,0.0450293,295.497,2015-07-13
2015,7,13,19,15,70,13.4,-999,2.77666,-26.7503,0.0184641,0.0551108,292.414,2015-07-13
2015,7,13,19,45,70,13.4,-999,3.16128,5.46183,0.0344884,0.0411686,288.39,2015-07-13
2015,7,13,20,15,70,13.4,-999,3.51525,-44.2621,0.0717448,0.0813605,278.795,2015-07-13
2015,7,13,20,45,70,13.4,-999,3.6779,-26.773,0.0852771,0.112719,268.644,2015-07-13
2015,7,13,21,15,70,13.4,-999,4.396,18.1031,0.13937,0.117131,272.312,2015-07-13
2015,7,13,21,45,70,13.4,-999,4.85103,8.91771,0.0175882,0.0377773,280.975,2015-07-13
2015,7,13,22,15,70,13.4,-999,4.99359,8.7155,0.0278661,0.0763092,282.489,2015-07-13
2015,7,13,22,45,70,13.4,-999,4.9782,13.8775,0.101876,0.0977256,286.421,2015-07-13
2015,7,13,23,15,70,13.4,-999,4.46551,10.7688,0.0253261,0.0483296,288.163,2015-07-13
2015,7,13,23,45,70,13.4,-999,4.87528,-9.59216,0.0844677,0.101282,283.471,2015-07-13
2015,7,14,0,15,70,13.4,-999,4.71397,5.1106,0.0700965,0.0648114,283.849,2015-07-14
2015,7,14,0,45,70,13.4,-999,4.26857,-8.18967,0.0597231,0.0446534,287.505,2015-07-14
2015,7,14,1,15,70,13.4,-999,4.36087,-23.2237,0.11963,0.086379,284.54,2015-07-14
2015,7,14,1,45,70,13.4,-999,4.56666,-16.5607,0.067348,0.0775176,297.641,2015-07-14
2015,7,14,2,15,70,13.4,-999,5.19035,7.08834,0.0376728,0.0381615,291.907,2015-07-14
2015,7,14,2,45,70,13.4,-999,4.50111,-16.0173,0.0712293,0.0410078,288.524,2015-07-14
2015,7,14,3,15,70,13.4,-999,3.8894,38.5562,0.796589,0.114762,296.051,2015-07-14
2015,7,14,3,45,70,13.4,-999,3.65823,8.42168,0.130331,0.0907368,296.6,2015-07-14
2015,7,14,4,15,70,13.4,-999,2.37627,-153605.0,0.326896,0.319613,296.477,2015-07-14
2015,7,14,4,45,70,13.4,-999,2.25042,-91.7631,0.440049,0.325554,295.94,2015-07-14
2015,7,14,5,15,70,13.4,-999,2.02656,-47.6778,0.626947,0.375836,299.008,2015-07-14
2015,7,14,5,45,70,13.4,-999,2.11919,-148.799,0.739405,0.509882,300.357,2015-07-14
2015,7,14,6,15,70,13.4,-999,2.23014,-11.8362,0.530459,0.281062,308.656,2015-07-14
2015,7,14,6,45,70,13.4,-999,2.37861,-90.66,1.77844,0.429076,315.836,2015-07-14
2015,7,14,7,15,70,13.4,-999,1.28765,29.6174,0.868754,0.268606,306.819,2015-07-14
2015,7,14,7,45,70,13.4,-999,1.38025,-27.6346,0.127883,0.194626,261.602,2015-07-14
2015,7,14,8,15,70,13.4,-999,0.354874,-98.288,0.832591,0.398631,6.73608,2015-07-14
2015,7,14,8,45,70,13.4,-999,2.05528,-48.0601,0.162828,0.225683,93.1208,2015-07-14
2015,7,14,9,15,70,13.4,-999,0.187432,250.792,0.170405,0.274098,102.568,2015-07-14
2015,7,14,9,45,70,13.4,-999,1.20306,-136.373,0.336512,0.459985,103.5,2015-07-14
2015,7,14,10,15,70,13.4,-999,2.51081,604.509,0.32625,0.215794,92.6447,2015-07-14
2015,7,14,10,45,70,13.4,-999,3.00852,-251.994,1.32087,0.352978,137.945,2015-07-14
2015,7,14,11,15,70,13.4,-999,3.80487,397.92,2.50036,0.352972,185.586,2015-07-14
2015,7,14,11,45,70,13.4,-999,2.05782,-161.438,1.50349,0.314958,203.319,2015-07-14
2015,7,14,12,15,70,13.4,-999,1.45475,-151.041,0.297291,0.42053,161.796,2015-07-14
2015,7,14,12,45,70,13.4,-999,1.18006,122.281,0.106868,0.15244,150.292,2015-07-14
2015,7,14,13,15,70,13.4,-999,0.198172,73.5205,0.128725,0.268482,10.2805,2015-07-14
2015,7,14,13,45,70,13.4,-999,0.56865,298.328,0.0701099,0.330833,75.9351,2015-07-14
2015,7,14,14,15,70,13.4,-999,0.612738,-354.975,0.243091,0.236926,54.0637,2015-07-14
2015,7,14,14,45,70,13.4,-999,0.753172,-50.8908,0.178132,0.18087,19.5916,2015-07-14
2015,7,14,15,15,70,13.4,-999,2.35884,66.9521,0.392291,0.259822,341.745,2015-07-14
2015,7,14,15,45,70,13.4,-999,3.27654,257.578,0.588506,0.287731,15.5779,2015-07-14
2015,7,14,16,15,70,13.4,-999,1.27316,30.7174,0.514177,0.143075,348.611,2015-07-14
2015,7,14,16,45,70,13.4,-999,0.856034,-25.2548,0.278863,0.162772,329.944,2015-07-14
2015,7,14,17,15,70,13.4,-999,0.664293,-9.79555,0.0413867,0.110711,245.317,2015-07-14
2015,7,14,17,45,70,13.4,-999,1.28895,0.881952,0.0503573,0.0234274,245.598,2015-07-14
2015,7,14,18,15,70,13.4,-999,1.47655,-114.777,0.0432501,0.0663279,255.509,2015-07-14
2015,7,14,18,45,70,13.4,-999,2.3112,30.0875,0.1256,0.131143,261.59,2015-07-14
2015,7,14,19,15,70,13.4,-999,2.52664,491.213,0.125362,0.0919502,250.394,2015-07-14
2015,7,14,19,45,70,13.4,-999,2.84045,-50.6105,0.019235,0.0571013,247.034,2015-07-14
2015,7,14,20,15,70,13.4,-999,3.53377,102.564,0.063055,0.077548,242.701,2015-07-14
2015,7,14,20,45,70,13.4,-999,3.78058,12.22,0.0137058,0.049901,243.884,2015-07-14
2015,7,14,21,15,70,13.4,-999,3.73212,130.509,0.2497,0.0816652,255.086,2015-07-14
2015,7,14,21,45,70,13.4,-999,3.81871,-23.5458,0.0657177,0.114921,269.221,2015-07-14
2015,7,14,22,15,70,13.4,-999,3.33741,29.4336,0.270189,0.136008,292.22,2015-07-14
2015,7,14,22,45,70,13.4,-999,3.52713,-6.47273,0.0173741,0.0521618,301.911,2015-07-14
2015,7,14,23,15,70,13.4,-999,2.8958,6.58446,0.0334777,0.0511644,314.629,2015-07-14
2015,7,14,23,45,70,13.4,-999,2.30687,1.10396,0.0321902,0.0323247,313.435,2015-07-14
